,venue_boundaries,venue_highest_runs,venue_boundaries_first_six,venue_avg_wicket,SR,avg,batting_team,bowling_team,BF,runs,_4s,_6s,_30s,_50s,economy,wickets,innings,runs_after_6ovs
1246,32,231,19,6,1.29386121,25.78546099,Gujarat Lions,Delhi Daredevils,2810,3635.75,353.25,138,141,141,8.096598639,64,1,58
1247,32,231,19,6,1.3392702,26.01687764,Delhi Daredevils,Gujarat Lions,1534.666667,2055.333333,179,85.66666667,79,79,8.753983677,52.33333333,2,63
1248,74,263,40,5,1.298984468,30.41258741,Kings XI Punjab,Royal Challengers Bangalore,837,1087.25,112.5,38.25,35.75,35.75,7.776699029,47.5,1,35
1249,74,263,40,5,1.348716448,28.90438871,Royal Challengers Bangalore,Kings XI Punjab,2734.6,3688.2,312.2,173.4,127.6,127.6,7.949918345,67.66666667,2,46
1250,63,231,38,5,1.219703284,27,Rising Pune Supergiant,Sunrisers Hyderabad,1999.666667,2439,243,57.66666667,90.33333333,90.33333333,7.442845047,97.4,1,35
1251,63,231,38,5,1.289742259,30.00402414,Sunrisers Hyderabad,Rising Pune Supergiant,2890.5,3728,366.5,127.25,124.25,124.25,8.239712606,55.66666667,2,47
1252,32,231,19,6,1.176805514,23.8,Mumbai Indians,Delhi Daredevils,1668.5,1963.5,237,46.5,82.5,82.5,7.769290725,79.33333333,1,60
1253,32,231,19,6,1.288586881,24.64721485,Delhi Daredevils,Mumbai Indians,1030.142857,1327.428571,112.8571429,55.71428571,53.85714286,53.85714286,7.260817308,147,2,35
1254,74,263,40,5,1.360351259,30.54973822,Royal Challengers Bangalore,Kolkata Knight Riders,2573.6,3501,294.8,167.4,114.6,114.6,7.651731161,111,1,40
1255,74,263,40,5,1.419169329,21.15238095,Kolkata Knight Riders,Royal Challengers Bangalore,782.5,1110.5,117.5,59,52.5,52.5,7.747849303,51.75,2,105
1256,90,240,61,5,1.312745869,34.05102041,Kings XI Punjab,Gujarat Lions,847.3333333,1112.333333,117.6666667,38,32.66666667,32.66666667,8.436355415,65.5,1,44
1257,90,240,61,5,1.3197378,26.84444444,Gujarat Lions,Kings XI Punjab,1373,1812,173.5,91,67.5,67.5,8.063140961,95.33333333,2,58
1258,63,231,38,5,1.241583469,25.70913462,Mumbai Indians,Sunrisers Hyderabad,2153.5,2673.75,267.25,96,104,104,7.677093845,71.75,1,36
1259,63,231,38,5,1.294342594,31.18699187,Sunrisers Hyderabad,Mumbai Indians,2963.666667,3836,399.3333333,111,123,123,7.260817308,147,2,43
1260,90,240,61,5,1.282691022,25.59111111,Kings XI Punjab,Kolkata Knight Riders,1122.25,1439.5,143.5,49.25,56.25,56.25,7.59880869,104.3333333,1,41
1261,90,240,61,5,1.262352941,25.1484375,Kolkata Knight Riders,Kings XI Punjab,1700,2146,242.3333333,59,85.33333333,85.33333333,7.749709544,83.25,2,61
1262,26,195,20,7,1.304215954,25.69721116,Gujarat Lions,Delhi Daredevils,2472.75,3225,305.5,121.75,125.5,125.5,8.017206249,83,1,50
1263,26,195,20,7,1.304754482,26.57142857,Delhi Daredevils,Gujarat Lions,1603.75,2092.5,181.75,85,78.75,78.75,8.440292445,53.5,2,64
1264,25,189,16,5,1.351101635,20.01052632,Kings XI Punjab,Mumbai Indians,938,1267.333333,110,57.66666667,63.33333333,63.33333333,7.618202765,107.2,1,71
1265,25,189,16,5,1.176805514,23.8,Mumbai Indians,Kings XI Punjab,1668.5,1963.5,237,46.5,82.5,82.5,7.974290484,80,2,68
1266,32,231,19,6,1.304754482,26.57142857,Delhi Daredevils,Rising Pune Supergiant,1603.75,2092.5,181.75,85,78.75,78.75,8.350607488,56.5,1,54
1267,32,231,19,6,1.201920512,25.45762712,Rising Pune Supergiant,Delhi Daredevils,1874.5,2253,221.25,53.25,88.5,88.5,7.847056523,92,2,53
1268,26,195,20,7,1.3197378,26.84444444,Gujarat Lions,Sunrisers Hyderabad,1373,1812,173.5,91,67.5,67.5,7.677093845,71.75,1,61
1269,26,195,20,7,1.290606446,30.28109453,Sunrisers Hyderabad,Gujarat Lions,2358,3043.25,310.5,89.75,100.5,100.5,8.035197989,81,2,47
1270,36,232,19,5,1.242385173,26.3105802,Mumbai Indians,Kolkata Knight Riders,2068.333333,2569.666667,223,102.3333333,97.66666667,97.66666667,7.730333817,97.25,1,51
1271,36,232,19,5,1.259060862,25.22146119,Kolkata Knight Riders,Mumbai Indians,2193.5,2761.75,295.25,85,109.5,109.5,8.123847926,61.66666667,2,53
1272,32,232,20,5,1.306539285,23.19298246,Kings XI Punjab,Rising Pune Supergiant,1011.833333,1322,121.1666667,54.83333333,57,57,8.639144639,64.66666667,1,32
1273,32,232,20,5,1.219703284,27,Rising Pune Supergiant,Kings XI Punjab,1999.666667,2439,243,57.66666667,90.33333333,90.33333333,7.728340505,89,2,43
1274,32,231,19,6,1.334161182,33.68025078,Royal Challengers Bangalore,Delhi Daredevils,2684.333333,3581.333333,299.3333333,184.6666667,106.3333333,106.3333333,8.017206249,83,1,37
1275,32,231,19,6,1.304754482,26.57142857,Delhi Daredevils,Royal Challengers Bangalore,1603.75,2092.5,181.75,85,78.75,78.75,7.887567568,82.25,2,42
1276,25,189,16,5,1.201920512,25.45762712,Rising Pune Supergiant,Mumbai Indians,1874.5,2253,221.25,53.25,88.5,88.5,7.47952614,121.25,1,33
1277,25,189,16,5,1.263095238,24.29770992,Mumbai Indians,Rising Pune Supergiant,2520,3183,288.4,128.2,131,131,8.323908866,52.25,2,42
1278,74,263,40,5,1.301155822,32.77088949,Sunrisers Hyderabad,Kolkata Knight Riders,3114.666667,4052.666667,416,120,123.6666667,123.6666667,7.706306306,126,1,30
1279,74,263,40,5,1.264260878,25.14579439,Kolkata Knight Riders,Sunrisers Hyderabad,2128.2,2690.6,269.4,89.8,107,107,7.386910491,73.4,2,48
1280,74,263,40,5,1.253013405,24.99550562,Kolkata Knight Riders,Mumbai Indians,1775.4,2224.6,237.4,68,89,89,7.446185727,119.25,1,25
1281,74,263,40,5,1.238346133,24.41373239,Mumbai Indians,Kolkata Knight Riders,2239.6,2773.4,267.6,96.4,113.6,113.6,7.681942401,132.75,2,36
1282,63,231,38,5,1.229798221,25.21568627,Mumbai Indians,Rising Pune Supergiant,2614.25,3215,310.5,110.5,127.5,127.5,8.323908866,52.25,1,32
1283,63,231,38,5,1.219703284,27,Rising Pune Supergiant,Mumbai Indians,1999.666667,2439,243,57.66666667,90.33333333,90.33333333,7.401639344,106.8,2,38
1284,93,246,59,5,1.316876291,28.28629032,Royal Challengers Bangalore,Chennai Super Kings,2663.5,3507.5,323.75,128.75,124,124,7.114645461,113.5,1,33
1285,93,246,59,5,1.299459892,27.01039501,Chennai Super Kings,Royal Challengers Bangalore,3332.666667,4330.666667,394,174.3333333,160.3333333,160.3333333,7.707901554,58.33333333,2,16
1286,36,232,19,5,1.369082342,36.98181818,Sunrisers Hyderabad,Kolkata Knight Riders,2228.5,3051,297,114.5,82.5,82.5,7.564621969,94.25,1,54
1287,36,232,19,5,1.282690984,26.625,Kolkata Knight Riders,Sunrisers Hyderabad,1937.333333,2485,240.6666667,101.6666667,93.33333333,93.33333333,7.547757756,106,2,47
1288,25,189,16,5,1.240826351,27.88636364,Delhi Capitals,Mumbai Indians,1730.5,2147.25,230.25,57.25,77,77,7.919893191,67,1,45
1289,25,189,16,5,1.318814212,24.9959432,Mumbai Indians,Delhi Capitals,2336,3080.75,271.25,137.25,123.25,123.25,8.111632502,76.66666667,2,46
1290,32,205,18,5,1.36723417,32.01048951,Kings XI Punjab,Rajasthan Royals,2232,3051.666667,261.3333333,174,95.33333333,95.33333333,7.892512392,52.25,1,32
1291,32,205,18,5,1.247074409,28.67005076,Rajasthan Royals,Kings XI Punjab,2264.5,2824,291.5,76.5,98.5,98.5,8.581005587,44.33333333,2,64
1292,31,219,21,5,1.244470833,28.61433447,Delhi Capitals,Chennai Super Kings,2245.666667,2794.666667,299.6666667,74.66666667,97.66666667,97.66666667,7.394688978,95.33333333,1,43
1293,31,219,21,5,1.299459892,27.01039501,Chennai Super Kings,Delhi Capitals,3332.666667,4330.666667,394,174.3333333,160.3333333,160.3333333,7.717073171,83,2,58
1294,36,232,19,5,1.305238468,24.33527697,Kolkata Knight Riders,Kings XI Punjab,1598.75,2086.75,206.25,89.25,85.75,85.75,7.525870815,65.6,1,53
1295,36,232,19,5,1.366562233,30.85530547,Kings XI Punjab,Kolkata Knight Riders,1755.5,2399,208.5,133.25,77.75,77.75,8.754285714,41.33333333,2,51
1296,74,263,40,5,1.28094477,27.63601533,Mumbai Indians,Royal Challengers Bangalore,2815.5,3606.5,330,145.5,130.5,130.5,8.371954252,72.66666667,1,52
1297,74,263,40,5,1.241689373,26.88495575,Royal Challengers Bangalore,Mumbai Indians,2446.666667,3038,300,92,113,113,7.497256516,104.2,2,60
1298,63,231,38,5,1.264904733,27.53177258,Rajasthan Royals,Sunrisers Hyderabad,2169.333333,2744,258,89.33333333,99.66666667,99.66666667,7.326685281,109,1,35
1299,63,231,38,5,1.369082342,36.98181818,Sunrisers Hyderabad,Rajasthan Royals,2228.5,3051,297,114.5,82.5,82.5,7.892512392,52.25,2,69
1300,90,240,61,5,1.287043466,26.63218391,Mumbai Indians,Kings XI Punjab,2400.333333,3089.333333,295,116.6666667,116,116,7.542363734,76.75,1,62
1301,90,240,61,5,1.387865252,36.73399015,Kings XI Punjab,Mumbai Indians,2686.5,3728.5,310.5,227.5,101.5,101.5,7.387161023,137.6666667,2,38
1302,31,219,21,5,1.266765705,26.17982456,Kolkata Knight Riders,Delhi Capitals,1570.666667,1989.666667,196,76.33333333,76,76,8.072423398,63,1,36
1303,31,219,21,5,1.244470833,28.61433447,Delhi Capitals,Kolkata Knight Riders,2245.666667,2794.666667,299.6666667,74.66666667,97.66666667,97.66666667,8.238440111,75.5,2,45
1304,31,219,21,5,1.323294407,29.29251701,Delhi Capitals,Kolkata Knight Riders,1627,2153,188,93,73.5,73.5,8.93728223,28,3,10
1305,31,219,21,5,1.308811959,23.70783848,Kolkata Knight Riders,Delhi Capitals,2542,3327,313.3333333,132.6666667,140.3333333,140.3333333,8.091872792,72,4,7
1306,63,231,38,5,1.369082342,36.98181818,Sunrisers Hyderabad,Royal Challengers Bangalore,2228.5,3051,297,114.5,82.5,82.5,8.077312627,87.25,1,59
1307,63,231,38,5,1.317340455,27.93945313,Royal Challengers Bangalore,Sunrisers Hyderabad,2171.8,2861,262,106.8,102.4,102.4,7.333459429,101.6666667,2,30
1308,93,246,59,5,1.297179594,25.39242219,Chennai Super Kings,Rajasthan Royals,2893.2,3753,318.8,155.4,147.8,147.8,7.837379351,63.66666667,1,29
1309,93,246,59,5,1.266877522,27.01395349,Rajasthan Royals,Chennai Super Kings,1833.8,2323.2,217.4,73,86,86,7.951174574,39.66666667,2,45
1310,90,240,61,5,1.318956612,25.535,Kings XI Punjab,Delhi Capitals,968,1276.75,119,49.75,50,50,8.003559986,50,1,54
1311,90,240,61,5,1.244470833,28.61433447,Delhi Capitals,Kings XI Punjab,2245.666667,2794.666667,299.6666667,74.66666667,97.66666667,97.66666667,7.550574287,71.25,2,49
1312,32,205,18,5,1.232986502,27.31775701,Royal Challengers Bangalore,Rajasthan Royals,3556,4384.5,437.5,125.5,160.5,160.5,7.781550288,58,1,48
1313,32,205,18,5,1.247074409,28.67005076,Rajasthan Royals,Royal Challengers Bangalore,2264.5,2824,291.5,76.5,98.5,98.5,8.371954252,72.66666667,2,55
1314,25,189,16,5,1.287043466,26.63218391,Mumbai Indians,Chennai Super Kings,2400.333333,3089.333333,295,116.6666667,116,116,8.161626694,73,1,40
1315,25,189,16,5,1.297179594,25.39242219,Chennai Super Kings,Mumbai Indians,2893.2,3753,318.8,155.4,147.8,147.8,7.48164794,84.66666667,2,34
1316,31,219,21,5,1.244470833,28.61433447,Delhi Capitals,Sunrisers Hyderabad,2245.666667,2794.666667,299.6666667,74.66666667,97.66666667,97.66666667,7.499281265,80,1,36
1317,31,219,21,5,1.369082342,36.98181818,Sunrisers Hyderabad,Delhi Capitals,2228.5,3051,297,114.5,82.5,82.5,7.641874463,70.5,2,62
1318,74,263,40,5,1.232986502,27.31775701,Royal Challengers Bangalore,Kolkata Knight Riders,3556,4384.5,437.5,125.5,160.5,160.5,7.564621969,94.25,1,53
1319,74,263,40,5,1.303683909,23.79790941,Kolkata Knight Riders,Royal Challengers Bangalore,1746.333333,2276.666667,229.6666667,93.66666667,95.66666667,95.66666667,7.933101418,65.66666667,2,59
1320,93,246,59,5,1.302570586,28.2283105,Chennai Super Kings,Kings XI Punjab,2373,3091,291,131.5,109.5,109.5,7.586230287,81.5,1,54
1321,93,246,59,5,1.366562233,30.85530547,Kings XI Punjab,Chennai Super Kings,1755.5,2399,208.5,133.25,77.75,77.75,7.129997815,76.66666667,2,46
1322,63,231,38,5,1.291579594,26.6,Mumbai Indians,Sunrisers Hyderabad,2033.75,2626.75,246.75,103.75,98.75,98.75,7.333459429,101.6666667,1,30
1323,63,231,38,5,1.28972559,30.34534535,Sunrisers Hyderabad,Mumbai Indians,1958.75,2526.25,232,88,83.25,83.25,7.49068323,45.75,2,39
1324,74,263,40,5,1.312583925,28.62970711,Royal Challengers Bangalore,Delhi Capitals,3475.333333,4561.666667,423.3333333,163.3333333,159.3333333,159.3333333,7.907852928,84,1,40
1325,74,263,40,5,1.244470833,28.61433447,Delhi Capitals,Royal Challengers Bangalore,2245.666667,2794.666667,299.6666667,74.66666667,97.66666667,97.66666667,7.933101418,65.66666667,2,53
1326,32,205,18,5,1.24859375,28.23674912,Rajasthan Royals,Kolkata Knight Riders,2133.333333,2663.666667,265.3333333,70.33333333,94.33333333,94.33333333,7.538346539,119.6666667,1,28
1327,32,205,18,5,1.419169329,21.15238095,Kolkata Knight Riders,Rajasthan Royals,782.5,1110.5,117.5,59,52.5,52.5,7.781550288,58,2,65
1328,90,240,61,5,1.353941577,34.17676768,Sunrisers Hyderabad,Kings XI Punjab,1666,2255.666667,212.6666667,85,66,66,8.651452282,45.33333333,1,27
1329,90,240,61,5,1.36723417,32.01048951,Kings XI Punjab,Sunrisers Hyderabad,2232,3051.666667,261.3333333,174,95.33333333,95.33333333,7.112057571,98.25,2,38
1330,93,246,59,5,1.28514174,23.5609319,Kolkata Knight Riders,Chennai Super Kings,1705,2191.166667,215.3333333,81.33333333,93,93,7.316251028,121,1,29
1331,93,246,59,5,1.29183208,27.35957066,Chennai Super Kings,Kolkata Knight Riders,2959.75,3823.5,346.75,149,139.75,139.75,7.538346539,119.6666667,2,40
1332,25,189,16,5,1.387865252,36.73399015,Kings XI Punjab,Mumbai Indians,2686.5,3728.5,310.5,227.5,101.5,101.5,7.485498108,49.33333333,1,50
1333,25,189,16,5,1.303167421,26.18181818,Mumbai Indians,Kings XI Punjab,1031.333333,1344,142.3333333,45.33333333,51.33333333,51.33333333,8.833802817,41,2,50
1334,32,205,18,5,1.266877522,27.01395349,Rajasthan Royals,Chennai Super Kings,1833.8,2323.2,217.4,73,86,86,7.951174574,39.66666667,1,54
1335,32,205,18,5,1.291899184,25.78580171,Chennai Super Kings,Rajasthan Royals,2717.833333,3511.166667,299.8333333,141.6666667,136.1666667,136.1666667,8.085590712,85.33333333,2,24
1336,36,232,19,5,1.247309417,25.1719457,Kolkata Knight Riders,Delhi Capitals,1486.666667,1854.333333,180.6666667,62.66666667,73.66666667,73.66666667,7.718532281,86.75,1,41
1337,36,232,19,5,1.28190709,28.96685083,Delhi Capitals,Kolkata Knight Riders,2045,2621.5,271.25,81.75,90.5,90.5,8.754285714,41.33333333,2,57
1338,25,189,16,5,1.28094477,27.63601533,Mumbai Indians,Rajasthan Royals,2815.5,3606.5,330,145.5,130.5,130.5,8.108175577,68.5,1,57
1339,25,189,16,5,1.247074409,28.67005076,Rajasthan Royals,Mumbai Indians,2264.5,2824,291.5,76.5,98.5,98.5,7.49068323,45.75,2,59
1340,90,240,61,5,1.387865252,36.73399015,Kings XI Punjab,Royal Challengers Bangalore,2686.5,3728.5,310.5,227.5,101.5,101.5,8.371954252,72.66666667,1,60
1341,90,240,61,5,1.312583925,28.62970711,Royal Challengers Bangalore,Kings XI Punjab,3475.333333,4561.666667,423.3333333,163.3333333,159.3333333,159.3333333,7.516595745,76.25,2,63
1342,36,232,19,5,1.373759647,23.2173913,Kolkata Knight Riders,Chennai Super Kings,907,1246,123.6666667,64.66666667,53.66666667,53.66666667,7.779846216,63.75,1,49
1343,36,232,19,5,1.29183208,27.35957066,Chennai Super Kings,Kolkata Knight Riders,2959.75,3823.5,346.75,149,139.75,139.75,7.645039766,66.75,2,44
1344,63,231,38,5,1.243427741,28.16118421,Delhi Capitals,Sunrisers Hyderabad,1721.25,2140.25,229.5,58,76,76,7.465051258,106.6666667,1,51
1345,63,231,38,5,1.369082342,36.98181818,Sunrisers Hyderabad,Delhi Capitals,2228.5,3051,297,114.5,82.5,82.5,7.907852928,84,2,40
1346,25,189,16,5,1.312583925,28.62970711,Royal Challengers Bangalore,Mumbai Indians,3475.333333,4561.666667,423.3333333,163.3333333,159.3333333,159.3333333,7.208380521,113,1,45
1347,25,189,16,5,1.28094477,27.63601533,Mumbai Indians,Royal Challengers Bangalore,2815.5,3606.5,330,145.5,130.5,130.5,8.118383061,88,2,67
1348,90,240,61,5,1.36723417,32.01048951,Kings XI Punjab,Rajasthan Royals,2232,3051.666667,261.3333333,174,95.33333333,95.33333333,8.085590712,85.33333333,1,39
1349,90,240,61,5,1.348484848,26.17647059,Rajasthan Royals,Kings XI Punjab,1320,1780,152.6666667,77,68,68,8.357473035,19,2,54
1350,63,231,38,5,1.302570586,28.2283105,Chennai Super Kings,Sunrisers Hyderabad,2373,3091,291,131.5,109.5,109.5,7.465051258,106.6666667,1,41
1351,63,231,38,5,1.357896588,35.58064516,Sunrisers Hyderabad,Chennai Super Kings,1895.333333,2573.666667,243.6666667,94.33333333,72.33333333,72.33333333,7.945752608,67.33333333,2,68
1352,25,189,16,5,1.287661406,26.01449275,Mumbai Indians,Chennai Super Kings,1742.5,2243.75,205.5,91.25,86.25,86.25,7.603367633,84.5,1,39
1353,25,189,16,5,1.299459892,27.01039501,Chennai Super Kings,Mumbai Indians,3332.666667,4330.666667,394,174.3333333,160.3333333,160.3333333,7.857171275,74.5,2,42
1354,90,240,61,5,1.200946487,27.49166667,Delhi Daredevils,Kings XI Punjab,1831.333333,2199.333333,233.6666667,50,80,80,7.439419589,88,1,45
1355,90,240,61,5,1.276200387,24.74063401,Kings XI Punjab,Delhi Daredevils,1681.75,2146.25,193.75,89.75,86.75,86.75,7.82135607,110,2,73
1356,36,232,19,5,1.273964497,29.90277778,Royal Challengers Bangalore,Kolkata Knight Riders,2816.666667,3588.333333,334.6666667,136,120,120,8.103383459,121.6666667,1,52
1357,36,232,19,5,1.305238468,24.33527697,Kolkata Knight Riders,Royal Challengers Bangalore,1598.75,2086.75,206.25,89.25,85.75,85.75,7.962626263,86.5,2,68
1358,63,231,38,5,1.223616236,26.63453815,Rajasthan Royals,Sunrisers Hyderabad,1806.666667,2210.666667,206,65.33333333,83,83,7.290441176,81.33333333,1,48
1359,63,231,38,5,1.257357102,27.2607362,Sunrisers Hyderabad,Rajasthan Royals,2356,2962.333333,307.3333333,76.66666667,108.6666667,108.6666667,8.389534884,58.75,2,57
1360,93,246,59,5,1.305238468,24.33527697,Kolkata Knight Riders,Chennai Super Kings,1598.75,2086.75,206.25,89.25,85.75,85.75,7.454088752,114.2,1,64
1361,93,246,59,5,1.299459892,27.01039501,Chennai Super Kings,Kolkata Knight Riders,3332.666667,4330.666667,394,174.3333333,160.3333333,160.3333333,8.295887226,101.75,2,75
1362,32,205,18,5,1.232979592,26.13148789,Rajasthan Royals,Delhi Daredevils,1531.25,1888,174.25,57,72.25,72.25,7.814054576,79.33333333,1,51
1363,32,205,18,5,1.428193833,21.80717489,Delhi Daredevils,Rajasthan Royals,851.25,1215.75,97.75,63,55.75,55.75,8.389534884,58.75,2,60
1364,63,231,38,5,1.281481481,26.82170543,Mumbai Indians,Sunrisers Hyderabad,1800,2306.666667,199,102,86,86,7.428571429,71.5,1,54
1365,63,231,38,5,1.244733687,26.52554745,Sunrisers Hyderabad,Mumbai Indians,2919.5,3634,392.5,88,137,137,7.607396259,64.75,2,56
1366,74,263,40,5,1.266411575,24.5162037,Kings XI Punjab,Royal Challengers Bangalore,1672.6,2118.2,195.8,86.8,86.4,86.4,8.445147012,61.66666667,1,50
1367,74,263,40,5,1.332964978,30.33075435,Royal Challengers Bangalore,Kings XI Punjab,2941,3920.25,349.75,161.75,129.25,129.25,7.196293436,83,2,41
1368,25,189,16,5,1.297650131,24.12621359,Mumbai Indians,Delhi Daredevils,957.5,1242.5,130.5,42.5,51.5,51.5,8.112989691,66.25,1,84
1369,25,189,16,5,1.269388552,28.5,Delhi Daredevils,Mumbai Indians,1706.333333,2166,232,56.66666667,76,76,7.756610901,54.75,2,53
1370,36,232,19,5,1.282690984,26.625,Kolkata Knight Riders,Sunrisers Hyderabad,1937.333333,2485,240.6666667,101.6666667,93.33333333,93.33333333,7.235837104,79.5,1,49
1371,36,232,19,5,1.234225139,26.51843818,Sunrisers Hyderabad,Kolkata Knight Riders,2476.25,3056.25,303,81.75,115.25,115.25,7.70026679,120.25,2,46
1372,74,263,40,5,1.223616236,26.63453815,Rajasthan Royals,Royal Challengers Bangalore,1806.666667,2210.666667,206,65.33333333,83,83,7.962626263,86.5,1,52
1373,74,263,40,5,1.273964497,29.90277778,Royal Challengers Bangalore,Rajasthan Royals,2816.666667,3588.333333,334.6666667,136,120,120,8.344635193,64.5,2,64
1374,90,240,61,5,1.387865252,36.73399015,Kings XI Punjab,Chennai Super Kings,2686.5,3728.5,310.5,227.5,101.5,101.5,7.394688978,95.33333333,1,75
1375,90,240,61,5,1.254324228,25.3373494,Chennai Super Kings,Kings XI Punjab,2095.75,2628.75,241,106.25,103.75,103.75,8.364872856,51.25,2,53
1376,36,232,19,5,1.303683909,23.79790941,Kolkata Knight Riders,Delhi Daredevils,1746.333333,2276.666667,229.6666667,93.66666667,95.66666667,95.66666667,7.814054576,79.33333333,1,50
1377,36,232,19,5,1.283602656,26.61558442,Delhi Daredevils,Kolkata Knight Riders,1596.6,2049.4,201.6,69.2,77,77,7.683853283,106.75,2,56
1378,25,189,16,5,1.287661406,26.01449275,Mumbai Indians,Royal Challengers Bangalore,1742.5,2243.75,205.5,91.25,86.25,86.25,8.22754491,64.75,1,60
1379,25,189,16,5,1.331798084,29.03212851,Royal Challengers Bangalore,Mumbai Indians,2714,3614.5,319,138.5,124.5,124.5,7.525461255,76,2,55
1380,32,205,18,5,1.176402209,27.53741497,Rajasthan Royals,Kolkata Knight Riders,1720.5,2024,213.5,40.5,73.5,73.5,7.561677297,99.5,1,48
1381,32,205,18,5,1.303683909,23.79790941,Kolkata Knight Riders,Rajasthan Royals,1746.333333,2276.666667,229.6666667,93.66666667,95.66666667,95.66666667,8.389534884,58.75,2,53
1382,90,240,61,5,1.387865252,36.73399015,Kings XI Punjab,Sunrisers Hyderabad,2686.5,3728.5,310.5,227.5,101.5,101.5,7.341152121,84.75,1,49
1383,90,240,61,5,1.260773751,25.15798046,Sunrisers Hyderabad,Kings XI Punjab,2450.4,3089.4,295,97.6,122.8,122.8,8.417456022,61,2,40
1384,32,232,20,5,1.299459892,27.01039501,Chennai Super Kings,Rajasthan Royals,3332.666667,4330.666667,394,174.3333333,160.3333333,160.3333333,8.438333333,40.8,1,69
1385,32,232,20,5,1.267427471,26.71884058,Rajasthan Royals,Chennai Super Kings,1454.6,1843.6,171.6,60.2,69,69,7.858305409,76,2,35
1386,36,232,19,5,1.303683909,23.79790941,Kolkata Knight Riders,Kings XI Punjab,1746.333333,2276.666667,229.6666667,93.66666667,95.66666667,95.66666667,8.554317549,32,1,50
1387,36,232,19,5,1.387865252,36.73399015,Kings XI Punjab,Kolkata Knight Riders,2686.5,3728.5,310.5,227.5,101.5,101.5,7.688465499,87.8,2,73
1388,74,263,40,5,1.255699856,28.4379085,Delhi Daredevils,Royal Challengers Bangalore,1732.5,2175.5,221.5,63.25,76.5,76.5,8.097838453,104.6666667,1,28
1389,74,263,40,5,1.34256829,30.48785872,Royal Challengers Bangalore,Delhi Daredevils,2571.75,3452.75,300.75,139,113.25,113.25,7.88976378,66.5,2,43
1390,63,231,38,5,1.313574661,28.39119804,Chennai Super Kings,Sunrisers Hyderabad,2946.666667,3870.666667,359.3333333,154,136.3333333,136.3333333,7.536490251,76.5,1,27
1391,63,231,38,5,1.212892119,22.17132867,Sunrisers Hyderabad,Chennai Super Kings,1045.6,1268.2,105.8,40,57.2,57.2,7.858305409,76,2,40
1392,32,205,18,5,1.307125307,24.82666667,Mumbai Indians,Rajasthan Royals,949.6666667,1241.333333,121,50,50,50,8.108175577,68.5,1,43
1393,32,205,18,5,1.244568409,25.9266055,Rajasthan Royals,Mumbai Indians,1703,2119.5,196.5,65.5,81.75,81.75,7.525461255,76,2,43
1394,31,219,21,5,1.27534581,25.61111111,Kings XI Punjab,Delhi Daredevils,1536.25,1959.25,190.25,71.25,76.5,76.5,8.538163001,31.33333333,1,51
1395,31,219,21,5,1.29163722,26.36057692,Delhi Daredevils,Kings XI Punjab,1698,2193.2,219.6,73.6,83.2,83.2,8.690972222,35.33333333,2,48
1396,25,189,16,5,1.257413445,24.50529501,Sunrisers Hyderabad,Mumbai Indians,2147,2699.666667,257.5,84.66666667,110.1666667,110.1666667,7.911349899,89,1,51
1397,25,189,16,5,1.29451433,24.76923077,Mumbai Indians,Sunrisers Hyderabad,1542.2,1996.4,183.6,81,80.6,80.6,7.473109899,74,2,22
1398,74,263,40,5,1.349963084,31.37009804,Royal Challengers Bangalore,Chennai Super Kings,3160.333333,4266.333333,368.6666667,172.3333333,136,136,7.394688978,95.33333333,1,52
1399,74,263,40,5,1.299083642,26.652,Chennai Super Kings,Royal Challengers Bangalore,2564.5,3331.5,303.25,133.25,125,125,8.113918807,68.5,2,55
1400,63,231,38,5,1.231703844,25.54330709,Sunrisers Hyderabad,Kings XI Punjab,2107,2595.2,256.4,69.4,101.6,101.6,8.925207756,28,1,37
1401,63,231,38,5,1.387865252,36.73399015,Kings XI Punjab,Sunrisers Hyderabad,2686.5,3728.5,310.5,227.5,101.5,101.5,7.817142857,69.33333333,2,44
1402,31,219,21,5,1.350502513,21.5,Delhi Daredevils,Kolkata Knight Riders,398,537.5,63.5,19,25,25,7.631141869,94,1,57
1403,31,219,21,5,1.28514174,23.5609319,Kolkata Knight Riders,Delhi Daredevils,1705,2191.166667,215.3333333,81.33333333,93,93,8.515209125,30.5,2,51
1404,32,232,20,5,1.299459892,27.01039501,Chennai Super Kings,Mumbai Indians,3332.666667,4330.666667,394,174.3333333,160.3333333,160.3333333,7.736404572,81,1,51
1405,32,232,20,5,1.297650131,24.12621359,Mumbai Indians,Chennai Super Kings,957.5,1242.5,130.5,42.5,51.5,51.5,7.479764244,100.75,2,50
1406,32,205,18,5,1.252710148,30.12393162,Sunrisers Hyderabad,Rajasthan Royals,1875.666667,2349.666667,250.3333333,57,78,78,8.108175577,68.5,1,39
1407,32,205,18,5,1.237596201,26.33449477,Rajasthan Royals,Sunrisers Hyderabad,2035.666667,2519.333333,235.6666667,76.66666667,95.66666667,95.66666667,7.93637455,72.5,2,43
1408,74,263,40,5,1.277089375,27.68,Royal Challengers Bangalore,Kolkata Knight Riders,1896.5,2422,247,103,87.5,87.5,7.561686219,105.25,1,40
1409,74,263,40,5,1.419169329,21.15238095,Kolkata Knight Riders,Royal Challengers Bangalore,782.5,1110.5,117.5,59,52.5,52.5,8.107044199,108,2,51
1410,32,232,20,5,1.302570586,28.2283105,Chennai Super Kings,Delhi Daredevils,2373,3091,291,131.5,109.5,109.5,8.112517581,31.75,1,56
